Day,hp
2012-08-01,89
2012-08-02,90
2012-08-03,88
2012-08-04,79
2012-08-05,72
2012-08-06,88
2012-08-07,94
2012-08-08,91
2012-08-09,90
2012-08-10,89
2012-08-11,78
2012-08-12,73
2012-08-13,93
2012-08-14,94
2012-08-15,93
2012-08-16,91
2012-08-17,87
2012-08-18,74
2012-08-19,70
2012-08-20,90
2012-08-21,92
2012-08-22,98
2012-08-23,97
2012-08-24,92
2012-08-25,81
2012-08-26,75
2012-08-27,97
2012-08-28,100
2012-08-29,97
2012-08-30,97
2012-08-31,94
