Day,microsoft
2009-04-01,100
2009-04-02,70
2009-04-03,63
2009-04-04,55
2009-04-05,55
2009-04-06,59
2009-04-07,60
2009-04-08,60
2009-04-09,59
2009-04-10,58
2009-04-11,53
2009-04-12,52
2009-04-13,58
2009-04-14,58
2009-04-15,60
2009-04-16,61
2009-04-17,55
2009-04-18,50
2009-04-19,51
2009-04-20,58
2009-04-21,60
2009-04-22,60
2009-04-23,61
2009-04-24,57
2009-04-25,52
2009-04-26,52
2009-04-27,55
2009-04-28,59
2009-04-29,60
2009-04-30,60
