Day,nokia
2011-03-01,88
2011-03-02,88
2011-03-03,89
2011-03-04,92
2011-03-05,100
2011-03-06,95
2011-03-07,87
2011-03-08,85
2011-03-09,88
2011-03-10,90
2011-03-11,85
2011-03-12,96
2011-03-13,92
2011-03-14,86
2011-03-15,87
2011-03-16,85
2011-03-17,84
2011-03-18,87
2011-03-19,94
2011-03-20,91
2011-03-21,86
2011-03-22,89
2011-03-23,84
2011-03-24,84
2011-03-25,88
2011-03-26,98
2011-03-27,95
2011-03-28,87
2011-03-29,84
2011-03-30,82
2011-03-31,87
