Day,microsoft
2004-10-01,93
2004-10-02,89
2004-10-03,84
2004-10-04,87
2004-10-05,97
2004-10-06,96
2004-10-07,87
2004-10-08,91
2004-10-09,80
2004-10-10,82
2004-10-11,90
2004-10-12,98
2004-10-13,100
2004-10-14,98
2004-10-15,93
2004-10-16,88
2004-10-17,86
2004-10-18,89
2004-10-19,96
2004-10-20,92
2004-10-21,89
2004-10-22,90
2004-10-23,84
2004-10-24,81
2004-10-25,89
2004-10-26,89
2004-10-27,91
2004-10-28,89
2004-10-29,84
2004-10-30,76
2004-10-31,78
