Day,hp
2007-03-01,99
2007-03-02,97
2007-03-03,87
2007-03-04,82
2007-03-05,98
2007-03-06,97
2007-03-07,96
2007-03-08,98
2007-03-09,97
2007-03-10,85
2007-03-11,79
2007-03-12,95
2007-03-13,96
2007-03-14,96
2007-03-15,96
2007-03-16,93
2007-03-17,83
2007-03-18,80
2007-03-19,96
2007-03-20,90
2007-03-21,96
2007-03-22,100
2007-03-23,94
2007-03-24,83
2007-03-25,81
2007-03-26,95
2007-03-27,94
2007-03-28,95
2007-03-29,94
2007-03-30,90
2007-03-31,80
