Day,hp
2007-04-01,81
2007-04-02,97
2007-04-03,99
2007-04-04,98
2007-04-05,94
2007-04-06,90
2007-04-07,85
2007-04-08,76
2007-04-09,92
2007-04-10,98
2007-04-11,100
2007-04-12,97
2007-04-13,95
2007-04-14,85
2007-04-15,81
2007-04-16,97
2007-04-17,97
2007-04-18,98
2007-04-19,96
2007-04-20,93
2007-04-21,83
2007-04-22,76
2007-04-23,93
2007-04-24,95
2007-04-25,96
2007-04-26,95
2007-04-27,93
2007-04-28,83
2007-04-29,76
2007-04-30,90
