Day,microsoft
2006-12-01,95
2006-12-02,87
2006-12-03,84
2006-12-04,95
2006-12-05,99
2006-12-06,100
2006-12-07,95
2006-12-08,92
2006-12-09,87
2006-12-10,86
2006-12-11,92
2006-12-12,96
2006-12-13,95
2006-12-14,95
2006-12-15,90
2006-12-16,82
2006-12-17,84
2006-12-18,87
2006-12-19,92
2006-12-20,91
2006-12-21,88
2006-12-22,79
2006-12-23,79
2006-12-24,82
2006-12-25,87
2006-12-26,89
2006-12-27,88
2006-12-28,90
2006-12-29,86
2006-12-30,82
2006-12-31,82
