Day,apple
2012-11-01,63
2012-11-02,72
2012-11-03,71
2012-11-04,71
2012-11-05,62
2012-11-06,60
2012-11-07,55
2012-11-08,60
2012-11-09,62
2012-11-10,67
2012-11-11,65
2012-11-12,62
2012-11-13,59
2012-11-14,59
2012-11-15,59
2012-11-16,60
2012-11-17,65
2012-11-18,69
2012-11-19,64
2012-11-20,68
2012-11-21,74
2012-11-22,81
2012-11-23,100
2012-11-24,74
2012-11-25,67
2012-11-26,67
2012-11-27,61
2012-11-28,58
2012-11-29,58
2012-11-30,61
