Day,hp
2007-11-01,89
2007-11-02,89
2007-11-03,78
2007-11-04,76
2007-11-05,92
2007-11-06,91
2007-11-07,92
2007-11-08,89
2007-11-09,89
2007-11-10,80
2007-11-11,76
2007-11-12,90
2007-11-13,97
2007-11-14,95
2007-11-15,94
2007-11-16,91
2007-11-17,85
2007-11-18,78
2007-11-19,96
2007-11-20,96
2007-11-21,94
2007-11-22,98
2007-11-23,100
2007-11-24,90
2007-11-25,83
2007-11-26,99
2007-11-27,99
2007-11-28,95
2007-11-29,94
2007-11-30,95
