Day,apple
2013-06-01,47
2013-06-02,49
2013-06-03,45
2013-06-04,45
2013-06-05,46
2013-06-06,45
2013-06-07,47
2013-06-08,49
2013-06-09,52
2013-06-10,100
2013-06-11,89
2013-06-12,63
2013-06-13,56
2013-06-14,55
2013-06-15,55
2013-06-16,56
2013-06-17,50
2013-06-18,48
2013-06-19,48
2013-06-20,47
2013-06-21,48
2013-06-22,51
2013-06-23,54
2013-06-24,50
2013-06-25,48
2013-06-26,47
2013-06-27,48
2013-06-28,49
2013-06-29,52
2013-06-30,52
