Day,amazon
2006-09-01,89
2006-09-02,94
2006-09-03,97
2006-09-04,91
2006-09-05,85
2006-09-06,90
2006-09-07,86
2006-09-08,93
2006-09-09,96
2006-09-10,99
2006-09-11,89
2006-09-12,91
2006-09-13,90
2006-09-14,88
2006-09-15,91
2006-09-16,98
2006-09-17,100
2006-09-18,91
2006-09-19,92
2006-09-20,91
2006-09-21,92
2006-09-22,89
2006-09-23,92
2006-09-24,99
2006-09-25,93
2006-09-26,90
2006-09-27,91
2006-09-28,91
2006-09-29,90
2006-09-30,98
