Day,hp
2005-09-01,98
2005-09-02,94
2005-09-03,81
2005-09-04,76
2005-09-05,97
2005-09-06,96
2005-09-07,97
2005-09-08,99
2005-09-09,98
2005-09-10,84
2005-09-11,79
2005-09-12,96
2005-09-13,95
2005-09-14,100
2005-09-15,97
2005-09-16,96
2005-09-17,82
2005-09-18,78
2005-09-19,94
2005-09-20,99
2005-09-21,97
2005-09-22,94
2005-09-23,94
2005-09-24,80
2005-09-25,80
2005-09-26,97
2005-09-27,95
2005-09-28,100
2005-09-29,99
2005-09-30,97
