Day,motorola
2012-10-01,97
2012-10-02,99
2012-10-03,96
2012-10-04,94
2012-10-05,95
2012-10-06,93
2012-10-07,88
2012-10-08,92
2012-10-09,95
2012-10-10,95
2012-10-11,95
2012-10-12,90
2012-10-13,95
2012-10-14,88
2012-10-15,93
2012-10-16,96
2012-10-17,94
2012-10-18,100
2012-10-19,98
2012-10-20,94
2012-10-21,94
2012-10-22,96
2012-10-23,95
2012-10-24,93
2012-10-25,99
2012-10-26,94
2012-10-27,92
2012-10-28,86
2012-10-29,89
2012-10-30,89
2012-10-31,87
