Day,microsoft
2010-10-01,93
2010-10-02,82
2010-10-03,81
2010-10-04,93
2010-10-05,100
2010-10-06,98
2010-10-07,100
2010-10-08,89
2010-10-09,80
2010-10-10,81
2010-10-11,95
2010-10-12,98
2010-10-13,99
2010-10-14,96
2010-10-15,91
2010-10-16,80
2010-10-17,85
2010-10-18,95
2010-10-19,96
2010-10-20,97
2010-10-21,98
2010-10-22,92
2010-10-23,83
2010-10-24,87
2010-10-25,92
2010-10-26,100
2010-10-27,99
2010-10-28,100
2010-10-29,89
2010-10-30,78
2010-10-31,80
