Day,motorola
2012-04-01,87
2012-04-02,92
2012-04-03,93
2012-04-04,97
2012-04-05,98
2012-04-06,96
2012-04-07,96
2012-04-08,88
2012-04-09,96
2012-04-10,97
2012-04-11,100
2012-04-12,99
2012-04-13,95
2012-04-14,97
2012-04-15,89
2012-04-16,94
2012-04-17,97
2012-04-18,98
2012-04-19,97
2012-04-20,97
2012-04-21,93
2012-04-22,90
2012-04-23,95
2012-04-24,97
2012-04-25,96
2012-04-26,98
2012-04-27,97
2012-04-28,92
2012-04-29,90
2012-04-30,91
