Day,motorola
2006-08-01,90
2006-08-02,86
2006-08-03,91
2006-08-04,89
2006-08-05,97
2006-08-06,93
2006-08-07,87
2006-08-08,86
2006-08-09,88
2006-08-10,87
2006-08-11,90
2006-08-12,100
2006-08-13,92
2006-08-14,86
2006-08-15,84
2006-08-16,86
2006-08-17,86
2006-08-18,88
2006-08-19,97
2006-08-20,88
2006-08-21,82
2006-08-22,82
2006-08-23,84
2006-08-24,83
2006-08-25,84
2006-08-26,97
2006-08-27,90
2006-08-28,81
2006-08-29,81
2006-08-30,83
2006-08-31,83
