Day,nokia
2009-07-01,85
2009-07-02,90
2009-07-03,89
2009-07-04,99
2009-07-05,94
2009-07-06,89
2009-07-07,89
2009-07-08,87
2009-07-09,90
2009-07-10,91
2009-07-11,100
2009-07-12,97
2009-07-13,91
2009-07-14,89
2009-07-15,90
2009-07-16,88
2009-07-17,90
2009-07-18,97
2009-07-19,96
2009-07-20,89
2009-07-21,87
2009-07-22,89
2009-07-23,84
2009-07-24,88
2009-07-25,98
2009-07-26,95
2009-07-27,90
2009-07-28,93
2009-07-29,92
2009-07-30,90
2009-07-31,90
