Day,nokia
2007-08-01,71
2007-08-02,73
2007-08-03,74
2007-08-04,79
2007-08-05,76
2007-08-06,72
2007-08-07,76
2007-08-08,73
2007-08-09,73
2007-08-10,72
2007-08-11,77
2007-08-12,80
2007-08-13,73
2007-08-14,96
2007-08-15,100
2007-08-16,96
2007-08-17,85
2007-08-18,89
2007-08-19,81
2007-08-20,81
2007-08-21,78
2007-08-22,76
2007-08-23,77
2007-08-24,73
2007-08-25,80
2007-08-26,75
2007-08-27,73
2007-08-28,73
2007-08-29,76
2007-08-30,79
2007-08-31,78
