Day,hp
2005-01-01,74
2005-01-02,84
2005-01-03,94
2005-01-04,97
2005-01-05,100
2005-01-06,94
2005-01-07,98
2005-01-08,86
2005-01-09,76
2005-01-10,94
2005-01-11,98
2005-01-12,97
2005-01-13,97
2005-01-14,96
2005-01-15,82
2005-01-16,85
2005-01-17,97
2005-01-18,97
2005-01-19,96
2005-01-20,99
2005-01-21,94
2005-01-22,88
2005-01-23,77
2005-01-24,95
2005-01-25,95
2005-01-26,96
2005-01-27,97
2005-01-28,94
2005-01-29,85
2005-01-30,82
2005-01-31,92
