Day,motorola
2012-09-01,84
2012-09-02,80
2012-09-03,84
2012-09-04,85
2012-09-05,96
2012-09-06,98
2012-09-07,89
2012-09-08,90
2012-09-09,81
2012-09-10,86
2012-09-11,84
2012-09-12,89
2012-09-13,100
2012-09-14,94
2012-09-15,87
2012-09-16,80
2012-09-17,85
2012-09-18,95
2012-09-19,94
2012-09-20,90
2012-09-21,89
2012-09-22,88
2012-09-23,82
2012-09-24,87
2012-09-25,84
2012-09-26,86
2012-09-27,87
2012-09-28,83
2012-09-29,86
2012-09-30,81
