Day,amazon
2007-04-01,100
2007-04-02,88
2007-04-03,87
2007-04-04,87
2007-04-05,83
2007-04-06,83
2007-04-07,91
2007-04-08,90
2007-04-09,91
2007-04-10,85
2007-04-11,85
2007-04-12,83
2007-04-13,83
2007-04-14,88
2007-04-15,95
2007-04-16,83
2007-04-17,80
2007-04-18,85
2007-04-19,79
2007-04-20,81
2007-04-21,88
2007-04-22,93
2007-04-23,84
2007-04-24,83
2007-04-25,86
2007-04-26,85
2007-04-27,88
2007-04-28,88
2007-04-29,93
2007-04-30,93
