Day,nokia
2012-08-01,90
2012-08-02,90
2012-08-03,91
2012-08-04,100
2012-08-05,93
2012-08-06,88
2012-08-07,87
2012-08-08,89
2012-08-09,88
2012-08-10,92
2012-08-11,100
2012-08-12,96
2012-08-13,87
2012-08-14,88
2012-08-15,88
2012-08-16,89
2012-08-17,90
2012-08-18,98
2012-08-19,94
2012-08-20,87
2012-08-21,88
2012-08-22,86
2012-08-23,88
2012-08-24,89
2012-08-25,96
2012-08-26,94
2012-08-27,87
2012-08-28,88
2012-08-29,87
2012-08-30,90
2012-08-31,88
