Day,amazon
2012-09-01,89
2012-09-02,94
2012-09-03,87
2012-09-04,89
2012-09-05,86
2012-09-06,89
2012-09-07,89
2012-09-08,90
2012-09-09,94
2012-09-10,87
2012-09-11,86
2012-09-12,87
2012-09-13,84
2012-09-14,86
2012-09-15,88
2012-09-16,95
2012-09-17,88
2012-09-18,88
2012-09-19,86
2012-09-20,84
2012-09-21,85
2012-09-22,89
2012-09-23,99
2012-09-24,89
2012-09-25,89
2012-09-26,88
2012-09-27,88
2012-09-28,86
2012-09-29,92
2012-09-30,100
