Day,apple
2012-05-01,100
2012-05-02,93
2012-05-03,92
2012-05-04,92
2012-05-05,96
2012-05-06,97
2012-05-07,92
2012-05-08,94
2012-05-09,91
2012-05-10,90
2012-05-11,94
2012-05-12,96
2012-05-13,96
2012-05-14,91
2012-05-15,93
2012-05-16,93
2012-05-17,92
2012-05-18,92
2012-05-19,93
2012-05-20,96
2012-05-21,90
2012-05-22,91
2012-05-23,90
2012-05-24,88
2012-05-25,91
2012-05-26,94
2012-05-27,92
2012-05-28,87
2012-05-29,89
2012-05-30,92
2012-05-31,90
