Day,motorola
2009-10-01,61
2009-10-02,65
2009-10-03,67
2009-10-04,59
2009-10-05,60
2009-10-06,66
2009-10-07,65
2009-10-08,64
2009-10-09,65
2009-10-10,67
2009-10-11,61
2009-10-12,60
2009-10-13,63
2009-10-14,65
2009-10-15,65
2009-10-16,64
2009-10-17,67
2009-10-18,72
2009-10-19,82
2009-10-20,78
2009-10-21,68
2009-10-22,71
2009-10-23,76
2009-10-24,73
2009-10-25,66
2009-10-26,73
2009-10-27,73
2009-10-28,86
2009-10-29,100
2009-10-30,87
2009-10-31,81
