Day,nokia
2011-08-01,90
2011-08-02,92
2011-08-03,90
2011-08-04,93
2011-08-05,92
2011-08-06,100
2011-08-07,97
2011-08-08,90
2011-08-09,90
2011-08-10,90
2011-08-11,90
2011-08-12,92
2011-08-13,99
2011-08-14,99
2011-08-15,92
2011-08-16,90
2011-08-17,92
2011-08-18,92
2011-08-19,90
2011-08-20,98
2011-08-21,97
2011-08-22,90
2011-08-23,88
2011-08-24,87
2011-08-25,89
2011-08-26,92
2011-08-27,98
2011-08-28,97
2011-08-29,88
2011-08-30,89
2011-08-31,89
