Day,apple
2004-09-01,90
2004-09-02,87
2004-09-03,82
2004-09-04,85
2004-09-05,84
2004-09-06,74
2004-09-07,78
2004-09-08,74
2004-09-09,75
2004-09-10,83
2004-09-11,85
2004-09-12,82
2004-09-13,74
2004-09-14,75
2004-09-15,78
2004-09-16,74
2004-09-17,83
2004-09-18,87
2004-09-19,94
2004-09-20,82
2004-09-21,73
2004-09-22,77
2004-09-23,80
2004-09-24,85
2004-09-25,100
2004-09-26,93
2004-09-27,77
2004-09-28,77
2004-09-29,83
2004-09-30,83
