Day,nokia
2013-03-01,90
2013-03-02,100
2013-03-03,94
2013-03-04,85
2013-03-05,82
2013-03-06,84
2013-03-07,84
2013-03-08,87
2013-03-09,95
2013-03-10,94
2013-03-11,82
2013-03-12,84
2013-03-13,83
2013-03-14,83
2013-03-15,88
2013-03-16,97
2013-03-17,93
2013-03-18,82
2013-03-19,86
2013-03-20,83
2013-03-21,87
2013-03-22,88
2013-03-23,98
2013-03-24,95
2013-03-25,87
2013-03-26,87
2013-03-27,87
2013-03-28,90
2013-03-29,96
2013-03-30,97
2013-03-31,94
