Day,hp
2011-10-01,83
2011-10-02,79
2011-10-03,100
2011-10-04,100
2011-10-05,98
2011-10-06,95
2011-10-07,93
2011-10-08,84
2011-10-09,79
2011-10-10,94
2011-10-11,96
2011-10-12,97
2011-10-13,97
2011-10-14,93
2011-10-15,81
2011-10-16,79
2011-10-17,97
2011-10-18,98
2011-10-19,99
2011-10-20,96
2011-10-21,91
2011-10-22,82
2011-10-23,76
2011-10-24,96
2011-10-25,93
2011-10-26,94
2011-10-27,92
2011-10-28,87
2011-10-29,80
2011-10-30,75
2011-10-31,94
