Day,hp
2012-09-01,80
2012-09-02,77
2012-09-03,94
2012-09-04,98
2012-09-05,100
2012-09-06,96
2012-09-07,89
2012-09-08,79
2012-09-09,76
2012-09-10,95
2012-09-11,97
2012-09-12,96
2012-09-13,96
2012-09-14,90
2012-09-15,80
2012-09-16,76
2012-09-17,91
2012-09-18,96
2012-09-19,91
2012-09-20,94
2012-09-21,93
2012-09-22,77
2012-09-23,74
2012-09-24,93
2012-09-25,95
2012-09-26,94
2012-09-27,95
2012-09-28,90
2012-09-29,79
2012-09-30,77
