Day,amazon
2009-10-01,83
2009-10-02,83
2009-10-03,90
2009-10-04,94
2009-10-05,84
2009-10-06,86
2009-10-07,87
2009-10-08,83
2009-10-09,81
2009-10-10,90
2009-10-11,95
2009-10-12,90
2009-10-13,86
2009-10-14,85
2009-10-15,84
2009-10-16,85
2009-10-17,91
2009-10-18,98
2009-10-19,86
2009-10-20,87
2009-10-21,87
2009-10-22,84
2009-10-23,86
2009-10-24,92
2009-10-25,100
2009-10-26,90
2009-10-27,91
2009-10-28,87
2009-10-29,88
2009-10-30,86
2009-10-31,89
