Day,motorola
2009-12-01,90
2009-12-02,89
2009-12-03,91
2009-12-04,92
2009-12-05,93
2009-12-06,89
2009-12-07,90
2009-12-08,87
2009-12-09,91
2009-12-10,93
2009-12-11,93
2009-12-12,99
2009-12-13,88
2009-12-14,92
2009-12-15,92
2009-12-16,91
2009-12-17,87
2009-12-18,89
2009-12-19,92
2009-12-20,90
2009-12-21,91
2009-12-22,96
2009-12-23,94
2009-12-24,92
2009-12-25,95
2009-12-26,100
2009-12-27,94
2009-12-28,95
2009-12-29,95
2009-12-30,95
2009-12-31,86
