Day,nokia
2012-12-01,87
2012-12-02,88
2012-12-03,81
2012-12-04,77
2012-12-05,80
2012-12-06,84
2012-12-07,82
2012-12-08,88
2012-12-09,85
2012-12-10,77
2012-12-11,80
2012-12-12,79
2012-12-13,81
2012-12-14,82
2012-12-15,89
2012-12-16,87
2012-12-17,82
2012-12-18,82
2012-12-19,81
2012-12-20,79
2012-12-21,81
2012-12-22,90
2012-12-23,92
2012-12-24,93
2012-12-25,100
2012-12-26,93
2012-12-27,90
2012-12-28,91
2012-12-29,92
2012-12-30,90
2012-12-31,81
