Day,microsoft
2009-05-01,90
2009-05-02,81
2009-05-03,82
2009-05-04,92
2009-05-05,100
2009-05-06,96
2009-05-07,94
2009-05-08,89
2009-05-09,81
2009-05-10,79
2009-05-11,88
2009-05-12,94
2009-05-13,92
2009-05-14,90
2009-05-15,86
2009-05-16,77
2009-05-17,79
2009-05-18,88
2009-05-19,92
2009-05-20,91
2009-05-21,90
2009-05-22,83
2009-05-23,75
2009-05-24,75
2009-05-25,78
2009-05-26,88
2009-05-27,90
2009-05-28,91
2009-05-29,91
2009-05-30,80
2009-05-31,82
