Day,hp
2010-02-01,98
2010-02-02,99
2010-02-03,98
2010-02-04,98
2010-02-05,95
2010-02-06,90
2010-02-07,84
2010-02-08,98
2010-02-09,96
2010-02-10,97
2010-02-11,98
2010-02-12,93
2010-02-13,84
2010-02-14,79
2010-02-15,95
2010-02-16,94
2010-02-17,97
2010-02-18,96
2010-02-19,94
2010-02-20,85
2010-02-21,83
2010-02-22,98
2010-02-23,100
2010-02-24,99
2010-02-25,97
2010-02-26,92
2010-02-27,83
2010-02-28,80
