Day,nokia
2011-06-01,85
2011-06-02,87
2011-06-03,86
2011-06-04,94
2011-06-05,88
2011-06-06,82
2011-06-07,83
2011-06-08,85
2011-06-09,81
2011-06-10,84
2011-06-11,93
2011-06-12,89
2011-06-13,84
2011-06-14,83
2011-06-15,85
2011-06-16,85
2011-06-17,86
2011-06-18,96
2011-06-19,96
2011-06-20,85
2011-06-21,96
2011-06-22,96
2011-06-23,93
2011-06-24,90
2011-06-25,100
2011-06-26,96
2011-06-27,85
2011-06-28,88
2011-06-29,88
2011-06-30,90
