Day,apple
2007-01-01,40
2007-01-02,39
2007-01-03,38
2007-01-04,37
2007-01-05,37
2007-01-06,39
2007-01-07,38
2007-01-08,37
2007-01-09,81
2007-01-10,100
2007-01-11,65
2007-01-12,52
2007-01-13,52
2007-01-14,47
2007-01-15,41
2007-01-16,40
2007-01-17,39
2007-01-18,38
2007-01-19,38
2007-01-20,41
2007-01-21,41
2007-01-22,36
2007-01-23,35
2007-01-24,34
2007-01-25,35
2007-01-26,34
2007-01-27,39
2007-01-28,37
2007-01-29,35
2007-01-30,37
2007-01-31,36
