Day,motorola
2004-11-01,66
2004-11-02,65
2004-11-03,63
2004-11-04,67
2004-11-05,67
2004-11-06,74
2004-11-07,74
2004-11-08,61
2004-11-09,65
2004-11-10,68
2004-11-11,74
2004-11-12,69
2004-11-13,74
2004-11-14,76
2004-11-15,74
2004-11-16,76
2004-11-17,74
2004-11-18,77
2004-11-19,74
2004-11-20,90
2004-11-21,84
2004-11-22,85
2004-11-23,83
2004-11-24,86
2004-11-25,89
2004-11-26,82
2004-11-27,100
2004-11-28,88
2004-11-29,87
2004-11-30,82
