Day,nokia
2008-09-01,93
2008-09-02,88
2008-09-03,88
2008-09-04,90
2008-09-05,86
2008-09-06,98
2008-09-07,93
2008-09-08,88
2008-09-09,86
2008-09-10,86
2008-09-11,87
2008-09-12,88
2008-09-13,98
2008-09-14,92
2008-09-15,88
2008-09-16,88
2008-09-17,88
2008-09-18,88
2008-09-19,92
2008-09-20,100
2008-09-21,97
2008-09-22,87
2008-09-23,89
2008-09-24,89
2008-09-25,90
2008-09-26,91
2008-09-27,100
2008-09-28,96
2008-09-29,89
2008-09-30,85
