Day,motorola
2009-04-01,86
2009-04-02,90
2009-04-03,93
2009-04-04,100
2009-04-05,93
2009-04-06,92
2009-04-07,91
2009-04-08,95
2009-04-09,91
2009-04-10,92
2009-04-11,94
2009-04-12,92
2009-04-13,94
2009-04-14,89
2009-04-15,90
2009-04-16,90
2009-04-17,92
2009-04-18,96
2009-04-19,88
2009-04-20,88
2009-04-21,88
2009-04-22,92
2009-04-23,90
2009-04-24,90
2009-04-25,95
2009-04-26,85
2009-04-27,89
2009-04-28,89
2009-04-29,87
2009-04-30,85
