Day,microsoft
2013-07-01,91
2013-07-02,100
2013-07-03,91
2013-07-04,84
2013-07-05,83
2013-07-06,71
2013-07-07,69
2013-07-08,86
2013-07-09,91
2013-07-10,93
2013-07-11,97
2013-07-12,88
2013-07-13,73
2013-07-14,72
2013-07-15,92
2013-07-16,93
2013-07-17,93
2013-07-18,93
2013-07-19,88
2013-07-20,75
2013-07-21,73
2013-07-22,91
2013-07-23,93
2013-07-24,93
2013-07-25,91
2013-07-26,85
2013-07-27,72
2013-07-28,72
2013-07-29,90
2013-07-30,90
2013-07-31,92
