Day,motorola
2011-05-01,89
2011-05-02,93
2011-05-03,92
2011-05-04,95
2011-05-05,94
2011-05-06,99
2011-05-07,96
2011-05-08,92
2011-05-09,97
2011-05-10,100
2011-05-11,100
2011-05-12,96
2011-05-13,95
2011-05-14,100
2011-05-15,91
2011-05-16,95
2011-05-17,96
2011-05-18,99
2011-05-19,98
2011-05-20,98
2011-05-21,94
2011-05-22,92
2011-05-23,88
2011-05-24,95
2011-05-25,95
2011-05-26,94
2011-05-27,97
2011-05-28,91
2011-05-29,90
2011-05-30,91
2011-05-31,93
