Day,amazon
2012-07-01,100
2012-07-02,90
2012-07-03,87
2012-07-04,85
2012-07-05,82
2012-07-06,85
2012-07-07,93
2012-07-08,99
2012-07-09,90
2012-07-10,88
2012-07-11,89
2012-07-12,86
2012-07-13,86
2012-07-14,93
2012-07-15,96
2012-07-16,90
2012-07-17,88
2012-07-18,85
2012-07-19,85
2012-07-20,82
2012-07-21,90
2012-07-22,95
2012-07-23,86
2012-07-24,83
2012-07-25,82
2012-07-26,83
2012-07-27,83
2012-07-28,83
2012-07-29,93
2012-07-30,87
2012-07-31,86
