Day,hp
2007-07-01,75
2007-07-02,91
2007-07-03,95
2007-07-04,96
2007-07-05,94
2007-07-06,90
2007-07-07,81
2007-07-08,77
2007-07-09,95
2007-07-10,96
2007-07-11,98
2007-07-12,96
2007-07-13,90
2007-07-14,84
2007-07-15,76
2007-07-16,95
2007-07-17,98
2007-07-18,95
2007-07-19,97
2007-07-20,96
2007-07-21,86
2007-07-22,78
2007-07-23,95
2007-07-24,100
2007-07-25,98
2007-07-26,95
2007-07-27,93
2007-07-28,83
2007-07-29,78
2007-07-30,96
2007-07-31,99
