Day,apple
2009-07-01,88
2009-07-02,89
2009-07-03,87
2009-07-04,95
2009-07-05,92
2009-07-06,89
2009-07-07,89
2009-07-08,90
2009-07-09,90
2009-07-10,89
2009-07-11,94
2009-07-12,97
2009-07-13,90
2009-07-14,90
2009-07-15,91
2009-07-16,89
2009-07-17,90
2009-07-18,94
2009-07-19,97
2009-07-20,89
2009-07-21,91
2009-07-22,91
2009-07-23,91
2009-07-24,93
2009-07-25,100
2009-07-26,100
2009-07-27,93
2009-07-28,97
2009-07-29,95
2009-07-30,93
2009-07-31,90
